appearedTimeOfDay,appearedHour,terrainType,closeToWater,continent,weather,temperature,windSpeed,pressure,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m
morning,7,7,FALSE,America,PartlyCloudy,34.4,10.93,1005,7.085878,FALSE,FALSE,FALSE,TRUE,1.125818,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.333689,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,20,13,FALSE,America,Clear,21.1,6.18,1008.5,1573.4408,TRUE,TRUE,TRUE,FALSE,0.366486,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.193012,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,7,1.95,1018.18,1055.8982,TRUE,TRUE,TRUE,FALSE,0.5626,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.163304,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,7,FALSE,America,Clear,25.3,19.58,1007.68,591.0899,FALSE,TRUE,TRUE,FALSE,0.431712,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.115503,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,13,FALSE,America,PartlyCloudy,25,14.68,1018.87,2810.7285,TRUE,TRUE,TRUE,FALSE,0.41442,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.013062,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,TRUE,Europe,Clear,18.5,15.24,1015.17,1886.2122,TRUE,TRUE,TRUE,FALSE,0.138232,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.08167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,8,TRUE,Europe,MostlyCloudy,21.9,6.63,1012.64,0,FALSE,FALSE,FALSE,TRUE,0.076279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.076279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,13,FALSE,Europe,MostlyCloudy,18.1,3.68,1022.13,2810.7285,TRUE,TRUE,TRUE,FALSE,0.730008,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.730008,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,7,13,FALSE,America,Clear,15.3,7.04,1005.77,2521.0115,TRUE,TRUE,TRUE,FALSE,0.715197,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.483837,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,2,8,TRUE,Europe,MostlyCloudy,21.9,6.63,1012.64,0,FALSE,FALSE,FALSE,TRUE,0.228491,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.108401,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,13,FALSE,Europe,Clear,21.6,8.59,1012.57,1018.29596,TRUE,TRUE,TRUE,FALSE,0.272272,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.105515,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,7,FALSE,America,PartlyCloudy,32.3,12.96,1007.19,7.085878,FALSE,FALSE,FALSE,TRUE,0.164442,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.162053,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,13,FALSE,Asia,Clear,27.8,9.92,1008.96,6019.0444,TRUE,TRUE,TRUE,FALSE,0.133069,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.053908,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,Clear,17.5,16.25,1008.3,761.8856,FALSE,TRUE,TRUE,FALSE,0.109067,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.182936,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,0,TRUE,Europe,Clear,19,14.94,1015.36,3493.8728,TRUE,TRUE,TRUE,FALSE,0.046219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.096997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,0,TRUE,America,PartlyCloudy,30,9.15,1016.55,0,FALSE,FALSE,FALSE,TRUE,0.039394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.111686,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,12,FALSE,Europe,Clear,23.6,0.78,1013.94,1411.2576,TRUE,TRUE,TRUE,FALSE,0.430632,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.136682,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,FALSE,America,Clear,18.6,5.29,1022.27,343.10977,FALSE,FALSE,TRUE,FALSE,4.466014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.94053,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,14,5,FALSE,Europe,Clear,29.6,5.13,1013.15,426.5022,FALSE,TRUE,TRUE,FALSE,0.146003,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.107287,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,America,PartlyCloudy,24.2,8.03,1019.66,411.31375,FALSE,TRUE,TRUE,FALSE,0.879186,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.452806,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,10,13,TRUE,America,Clear,13.5,1.24,1010.17,319.10748,FALSE,FALSE,TRUE,FALSE,0.33128,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.468667,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,15,0,TRUE,America,PartlyCloudy,28.1,6.43,1020.64,0,FALSE,FALSE,FALSE,TRUE,0.259001,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.289086,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,14,FALSE,America,HumidandOvercast,26.2,6,1009.9,166.13933,FALSE,FALSE,FALSE,TRUE,4.072028,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.072028,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
night,0,13,FALSE,America,LightRain,12.8,11.57,1013.73,86.49836,FALSE,FALSE,FALSE,TRUE,0.112786,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1328,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,13,FALSE,America,Clear,28.3,7.84,1015.41,1691.79,TRUE,TRUE,TRUE,FALSE,0.645768,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.425836,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,0,13,TRUE,Europe,Breezy,17.8,20.67,1012.08,1886.2122,TRUE,TRUE,TRUE,FALSE,0.183607,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.08437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,America,PartlyCloudy,24.2,8.51,1023.51,1312.533,TRUE,TRUE,TRUE,FALSE,0.322025,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.022909,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,9,12,FALSE,America,Clear,7.5,2.45,1017.1,1055.8982,TRUE,TRUE,TRUE,FALSE,0.155449,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4391,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,15,12,TRUE,Europe,MostlyCloudy,18.3,17.8,1008.68,0,FALSE,FALSE,FALSE,TRUE,0.191533,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.167203,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,14,FALSE,America,Clear,31.1,8.67,1014.7,2431.2341,TRUE,TRUE,TRUE,FALSE,24.4647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.034622,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,0,7,FALSE,America,Clear,36.2,7.46,1006.31,913.3346,TRUE,TRUE,TRUE,FALSE,0.733115,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.515808,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,14,12,FALSE,Europe,Clear,29.1,9.75,1017.45,475.51624,FALSE,TRUE,TRUE,FALSE,0.166236,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.18215,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,9,10,FALSE,America,Clear,23.2,4.78,1013.8,319.10748,FALSE,FALSE,TRUE,FALSE,0.407615,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.225039,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,13,TRUE,America,MostlyCloudy,21.3,13.96,1017.9,1312.533,TRUE,TRUE,TRUE,FALSE,0.252874,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.031223,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,0,TRUE,Europe,Clear,11.7,4.86,1004.07,18.862122,FALSE,FALSE,FALSE,TRUE,3.06674,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.271726,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,14,12,TRUE,Europe,Overcast,19.9,12.08,1021.79,0,FALSE,FALSE,FALSE,TRUE,0.188906,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.169771,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,8,TRUE,Europe,Clear,31.3,1.88,1016.88,0,FALSE,FALSE,FALSE,TRUE,0.169368,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.145065,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,13,TRUE,Europe,Breezy,17.8,20.67,1012.08,1886.2122,TRUE,TRUE,TRUE,FALSE,0.180012,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.024866,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,Clear,22.7,13.34,1021.69,761.8856,FALSE,TRUE,TRUE,FALSE,0.094307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.080654,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,7,FALSE,America,Clear,30.2,16.08,1008.56,591.0899,FALSE,TRUE,TRUE,FALSE,0.978233,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.293389,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,6,7,FALSE,America,PartlyCloudy,32.3,12.96,1007.19,635.5498,FALSE,TRUE,TRUE,FALSE,0.719708,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.337497,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,12,FALSE,Europe,MostlyCloudy,22.7,5.9,1013.29,591.0899,FALSE,TRUE,TRUE,FALSE,0.131812,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.080249,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,5,FALSE,Europe,MostlyCloudy,14.7,6.37,1019.86,307.74356,FALSE,FALSE,TRUE,FALSE,0.0673,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.126707,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,12,TRUE,Europe,MostlyCloudy,18.3,17.8,1008.68,0,FALSE,FALSE,FALSE,TRUE,0.194096,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.194096,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,1,TRUE,America,Clear,20.7,8.99,1019.21,0,FALSE,FALSE,FALSE,TRUE,0.423031,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.161353,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,17,13,TRUE,Europe,Clear,17.6,16.56,1013.45,1886.2122,TRUE,TRUE,TRUE,FALSE,0.253294,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.020054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,TRUE,Asia,MostlyCloudy,32,0.88,1011.5,10000,TRUE,TRUE,TRUE,FALSE,0.227958,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.255239,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,1,0,TRUE,America,Clear,27.1,9.08,1018.55,0,FALSE,FALSE,FALSE,TRUE,4.86247,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.103127,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,12,FALSE,Europe,Clear,16.1,6.18,1015.02,160.22284,FALSE,FALSE,FALSE,TRUE,0.378796,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.142999,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,14,FALSE,America,Clear,23.3,5.05,1019.15,849.44226,TRUE,TRUE,TRUE,FALSE,0.173724,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.190351,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,Clear,21.8,4.48,1012.07,4842.1626,TRUE,TRUE,TRUE,FALSE,0.396632,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.061729,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,13,TRUE,America,Clear,29.6,6.45,1021.6,511.28308,FALSE,TRUE,TRUE,FALSE,0.492728,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.08849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,TRUE,America,Clear,27.3,8.91,1019.86,511.28308,FALSE,TRUE,TRUE,FALSE,0.557804,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.097245,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,LightRain,25.1,10.34,1013.72,849.44226,TRUE,TRUE,TRUE,FALSE,1.934011,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.934011,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,1,0,TRUE,America,Clear,21.3,9.2,1018.63,0,FALSE,FALSE,FALSE,TRUE,0.261937,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.048975,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,0,TRUE,America,Clear,26.6,3.97,1017.65,0,FALSE,FALSE,FALSE,TRUE,0.290322,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.166556,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,13,TRUE,Europe,Clear,19.1,8.03,1012.64,1886.2122,TRUE,TRUE,TRUE,FALSE,0.17753,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.032749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,Clear,24,10.96,1009.49,426.5022,FALSE,TRUE,TRUE,FALSE,0.425933,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.062512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,America,PartlyCloudy,19.1,5.78,1011.36,4188.391,TRUE,TRUE,TRUE,FALSE,0.012571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.041061,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,MostlyCloudy,24.3,6.85,1019.85,2810.7285,TRUE,TRUE,TRUE,FALSE,0.370659,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.032227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,14,FALSE,America,Clear,21.5,4.85,1018.7,172.27429,FALSE,FALSE,FALSE,TRUE,1.013405,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.013405,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,0,13,FALSE,America,Clear,26.4,7.28,1010.69,3369.4502,TRUE,TRUE,TRUE,FALSE,0.136676,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.144648,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,FALSE,America,Clear,18.7,7.36,1009.13,683.3539,FALSE,TRUE,TRUE,FALSE,0.597647,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.496243,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,7,13,FALSE,Europe,Clear,25.1,1.36,1014.83,1055.8982,TRUE,TRUE,TRUE,FALSE,0.270389,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.08959,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,FALSE,Europe,Clear,22.6,4.5,1017.3,256.71356,FALSE,FALSE,TRUE,FALSE,0.553817,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.140213,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,7,FALSE,America,Clear,16.4,1.09,1009.9,426.5022,FALSE,TRUE,TRUE,FALSE,0.197704,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.135247,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,7,FALSE,America,Clear,32.7,3.42,1003.87,2810.7285,TRUE,TRUE,TRUE,FALSE,0.403108,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.240711,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,FALSE,Europe,PartlyCloudy,27.7,2.1,1015.68,286.21533,FALSE,FALSE,TRUE,FALSE,0.686237,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.542162,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,PartlyCloudy,32,9.29,1017.2,330.89105,FALSE,FALSE,TRUE,FALSE,0.350829,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.258281,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,10,13,FALSE,Asia,MostlyCloudy,32.8,6.52,1006.67,6019.0444,TRUE,TRUE,TRUE,FALSE,0.502192,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.12185,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,TRUE,America,Clear,22.2,1.14,1020.33,5020.9673,TRUE,TRUE,TRUE,FALSE,0.244338,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.076759,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,0,TRUE,America,Drizzle,28.2,2.09,1018.29,0,FALSE,FALSE,FALSE,TRUE,0.402913,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.040648,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,PartlyCloudy,32,9.29,1017.2,330.89105,FALSE,FALSE,TRUE,FALSE,0.515566,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.419976,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,America,Clear,24,5.98,1012.9,849.44226,TRUE,TRUE,TRUE,FALSE,1.879748,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.879748,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,20,13,FALSE,America,Clear,36.5,15.04,1016.64,849.44226,TRUE,TRUE,TRUE,FALSE,0.786731,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.926173,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,19.1,6.21,1010.48,683.3539,FALSE,TRUE,TRUE,FALSE,0.633049,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.532191,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,14,0,TRUE,Europe,Clear,16.9,8.96,1009.89,0,FALSE,FALSE,FALSE,TRUE,1.312406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.941211,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,27.4,5.13,1013.23,2521.0115,TRUE,TRUE,TRUE,FALSE,0.041574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.075289,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Asia,MostlyCloudy,27.7,6.52,1007.99,4188.391,TRUE,TRUE,TRUE,FALSE,0.17821,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.024314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,14,FALSE,America,Clear,18.6,5.05,1023.62,214.14536,FALSE,FALSE,TRUE,FALSE,3.778586,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.28091,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,17,12,TRUE,Europe,Clear,19.2,9.78,1018.06,761.8856,FALSE,TRUE,TRUE,FALSE,0.125378,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.140896,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,2,TRUE,America,Clear,26.4,12.32,1019.76,83.418015,FALSE,FALSE,FALSE,TRUE,4.521847,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.521847,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
night,6,13,TRUE,America,PartlyCloudy,14.8,7.4,1010.74,319.10748,FALSE,FALSE,TRUE,FALSE,0.537728,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.494602,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,TRUE,Asia,Clear,27.5,6.99,1006.6,4039.2358,TRUE,TRUE,TRUE,FALSE,0.016389,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.166016,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,TRUE,America,Clear,19,8.81,1022.61,7758.25,TRUE,TRUE,TRUE,FALSE,0.42746,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.011284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,13,FALSE,America,Clear,22.1,5.57,1002.95,1361.0005,TRUE,TRUE,TRUE,FALSE,0.441022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.441022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,22,8,TRUE,Europe,PartlyCloudy,25.4,15.72,1016.27,149.01443,FALSE,FALSE,FALSE,TRUE,0.258193,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.144751,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,10,FALSE,America,Overcast,16.4,5.47,1014.02,143.7078,FALSE,FALSE,FALSE,TRUE,1.599756,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.26456,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,5,7,FALSE,America,Clear,23.9,12.13,1009.4,591.0899,FALSE,TRUE,TRUE,FALSE,1.421319,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.684323,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,13,0,TRUE,America,Clear,29.7,4.82,1019.61,0,FALSE,FALSE,FALSE,TRUE,0.268978,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.022758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,Asia,Clear,27.8,9.92,1008.96,6019.0444,TRUE,TRUE,TRUE,FALSE,0.288625,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.419032,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,22,13,FALSE,America,Clear,25.7,10.31,1009.81,3369.4502,TRUE,TRUE,TRUE,FALSE,0.277632,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.051192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,Clear,28.6,3.41,1023.44,1094.8889,TRUE,TRUE,TRUE,FALSE,0.373597,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.152236,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,13,TRUE,Europe,PartlyCloudy,26.3,6.5,1017.84,0,FALSE,FALSE,FALSE,TRUE,0.265177,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.065762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Europe,PartlyCloudy,19.5,9.24,1025.07,659.01855,FALSE,TRUE,TRUE,FALSE,0.182907,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.095403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,12,FALSE,Europe,PartlyCloudy,28.6,4.4,1014.13,511.28308,FALSE,TRUE,TRUE,FALSE,3.126223,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.270868,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
afternoon,14,0,TRUE,America,Clear,29.7,4.82,1019.61,0,FALSE,FALSE,FALSE,TRUE,0.452224,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.005666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,13,FALSE,Europe,MostlyCloudy,15.6,6.59,1019.3,3895.392,TRUE,TRUE,TRUE,FALSE,1.12293,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.221358,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,5,FALSE,Europe,MostlyCloudy,25.6,4.97,1016.66,89.69245,FALSE,FALSE,FALSE,TRUE,3.532919,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.200509,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,PartlyCloudy,23.8,7.07,1022.74,1312.533,TRUE,TRUE,TRUE,FALSE,0.831013,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.829002,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,Clear,20.6,6.57,1024.24,591.0899,FALSE,TRUE,TRUE,FALSE,1.86992,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.156291,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,TRUE,Europe,PartlyCloudy,24.5,4.12,1012.5,0,FALSE,FALSE,FALSE,TRUE,0.432237,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.044812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,TRUE,Europe,Clear,16.7,8.61,1016.8,1886.2122,TRUE,TRUE,TRUE,FALSE,0.104202,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.053626,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,10,FALSE,America,PartlyCloudy,35.1,4.56,1013.1,493.07547,FALSE,TRUE,TRUE,FALSE,0.150917,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.209377,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,16,13,FALSE,America,PartlyCloudy,31.8,7.49,1020.51,2710.6338,TRUE,TRUE,TRUE,FALSE,0.336076,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.25836,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,5,0,TRUE,America,Clear,18.1,3,1009,0,FALSE,FALSE,FALSE,TRUE,0.068875,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.017896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,13,FALSE,Europe,MostlyCloudy,30.9,3.54,1017.18,1055.8982,TRUE,TRUE,TRUE,FALSE,0.181665,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.052307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
